":START_ID",":TYPE",":END_ID","_json","childRelationToParent:string[]","http__//purl.obolibrary.org/obo/IAO_0000116:string[]","http__//purl.obolibrary.org/obo/IAO_0010000:string[]","http__//www.w3.org/2000/01/rdf-schema#comment:string[]","http__//www.w3.org/2000/01/rdf-schema#seeAlso:string[]","parentRelationToChild:string[]"
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000522","relatedTo","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{""property"":""http://purl.obolibrary.org/obo/BFO_0000051"",""value"":""http://purl.obolibrary.org/obo/IAO_0000027"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2002/07/owl#intersectionOf"":[""http://purl.obolibrary.org/obo/IAO_0000027"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/IAO_0000136"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/IAO_0000096"",""isObsolete"":false}]}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000522","relatedTo","duo+class+http://purl.obolibrary.org/obo/IAO_0000096","{""property"":""http://purl.obolibrary.org/obo/BFO_0000051"",""value"":""http://purl.obolibrary.org/obo/IAO_0000096"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000051"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/IAO_0000096"",""isObsolete"":false}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","directParent","duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000003","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+class+http://purl.obolibrary.org/obo/IAO_0000010","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+class+http://purl.obolibrary.org/obo/IAO_0000096","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000111","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000115","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000117","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+class+http://purl.obolibrary.org/obo/OBI_0000011","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+property+http://purl.obolibrary.org/obo/OBI_0000293","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+property+http://purl.obolibrary.org/obo/OBI_0000299","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#comment","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000524","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#label","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","directParent","duo+class+http://purl.obolibrary.org/obo/OBI_0000011","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/OBI_0000011","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/OBI_0000011","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000003","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+class+http://purl.obolibrary.org/obo/IAO_0000100","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000111","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000115","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000117","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000118","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+class+http://purl.obolibrary.org/obo/OBI_0000011","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+property+http://purl.obolibrary.org/obo/OBI_0000299","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/APOLLO_SV_00000796","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#label","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000179","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000180","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000112","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000116","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000600","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0010000","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#comment","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#isDefinedBy","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#label","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000001","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#seeAlso","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000003","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000003","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000050","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000179","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000180","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000115","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000116","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000600","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000601","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000602","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0010000","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#isDefinedBy","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000002","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#label","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000050","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000179","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000180","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000115","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000116","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000600","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000601","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000602","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0010000","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#comment","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#isDefinedBy","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000003","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#label","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000031","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000031","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000179","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://purl.obolibrary.org/obo/BFO_0000180","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000112","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000115","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000601","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0000602","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://purl.obolibrary.org/obo/IAO_0010000","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#isDefinedBy","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000004","linksTo","duo+property+http://www.w3.org/2000/01/rdf-schema#label","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000029","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000006","linksTo","duo+class+http://purl.obolibrary.org/obo/BFO_0000029","{}","","","","","",""
