":START_ID",":TYPE",":END_ID","_json","http__//www.geneontology.org/formats/oboInOwl#hasDbXref:string[]","http__//www.geneontology.org/formats/oboInOwl#hasSynonymType:string[]","childRelationToParent:string[]","http__//www.geneontology.org/formats/oboInOwl#source:string[]","parentRelationToChild:string[]"
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000016","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","directParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","http://www.w3.org/2002/07/owl#disjointWith","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000019","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000019","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000019","directParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000019","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","directParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000020","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000023","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000023","directParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000023","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000017","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000034","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000016","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000034","directParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000016","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000034","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000016","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000040","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000040","directParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000040","http://www.w3.org/2002/07/owl#disjointWith","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000040","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000141","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000141","directParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000141","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000000","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/NCBITaxon_131567","{""property"":""http://purl.obolibrary.org/obo/RO_0002160"",""value"":""http://purl.obolibrary.org/obo/NCBITaxon_131567"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002160"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/NCBITaxon_131567"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000000","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/UBERON_0000061","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000000","directParent","gitissue502+class+http://purl.obolibrary.org/obo/UBERON_0000061","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000000","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/UBERON_0000061","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000000","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000000","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000000","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0022414","{""property"":""http://purl.obolibrary.org/obo/RO_0002215"",""value"":""http://purl.obolibrary.org/obo/GO_0022414"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002215"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0022414"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","http://www.w3.org/2002/07/owl#disjointWith","gitissue502+class+http://purl.obolibrary.org/obo/CL_0002371","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000255","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/NCBITaxon_2759","{""property"":""http://purl.obolibrary.org/obo/RO_0002160"",""value"":""http://purl.obolibrary.org/obo/NCBITaxon_2759"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002160"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/NCBITaxon_2759"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000255","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000255","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000255","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000003","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000393","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000393","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000393","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000404","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000404","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000404","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000211","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0019226","{""property"":""http://purl.obolibrary.org/obo/RO_0002215"",""value"":""http://purl.obolibrary.org/obo/GO_0019226"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002215"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0019226"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","http://purl.obolibrary.org/obo/RO_0002175","gitissue502+class+http://purl.obolibrary.org/obo/NCBITaxon_9606","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000393","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000404","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000393","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000404","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000393","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000404","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000540","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000548","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/NCBITaxon_33208","{""property"":""http://purl.obolibrary.org/obo/RO_0002160"",""value"":""http://purl.obolibrary.org/obo/NCBITaxon_33208"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002160"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/NCBITaxon_33208"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000548","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000255","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000548","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000255","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000548","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000255","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000586","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0009566","{""property"":""http://purl.obolibrary.org/obo/RO_0002216"",""value"":""http://purl.obolibrary.org/obo/GO_0009566"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/RO_0002216"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0009566"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000586","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000586","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0000586","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000039","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/UBERON_0001016","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/UBERON_0001016"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0001016"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0002371","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0002371","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0002371","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002319","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/UBERON_0001016","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002371","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000548","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002371","directParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000548","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/CL_0002371","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/CL_0000548","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0000003","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0000003","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0000003","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0008150","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001508","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0042391","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001508","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0042391","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001508","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0042391","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007369","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0007369"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0007369"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048646","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007369","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001705","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007398","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0007398"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0007398"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001705","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001705","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001705","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001705","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007398","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001706","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007492","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0007492"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0007492"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001706","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001706","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001706","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001706","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0007492","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001707","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048332","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0048332"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0048332"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001707","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001707","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001707","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0001704","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001707","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0048332","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001838","relatedTo","gitissue502+class+http://purl.obolibrary.org/obo/GO_0016331","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/GO_0016331"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/GO_0016331"",""isObsolete"":false}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001838","http://www.w3.org/2000/01/rdf-schema#subClassOf","gitissue502+class+http://purl.obolibrary.org/obo/GO_0072175","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001838","directParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0072175","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001838","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0072175","{}","","","","",""
"gitissue502+class+http://purl.obolibrary.org/obo/GO_0001838","hierarchicalParent","gitissue502+class+http://purl.obolibrary.org/obo/GO_0016331","{""childRelationToParent"":""http://purl.obolibrary.org/obo/BFO_0000050"",""parentRelationToChild"":""http://purl.obolibrary.org/obo/BFO_0000051""}","","","http://purl.obolibrary.org/obo/BFO_0000050","","http://purl.obolibrary.org/obo/BFO_0000051"
