":START_ID",":TYPE",":END_ID","_json","http__//www.w3.org/2000/01/rdf-schema#comment:string[]","http__//purl.obolibrary.org/obo/IAO_0000116:string[]","childRelationToParent:string[]","http__//purl.obolibrary.org/obo/IAO_0010000:string[]","http__//www.w3.org/2000/01/rdf-schema#seeAlso:string[]","parentRelationToChild:string[]"
"duo+class+http://purl.obolibrary.org/obo/BFO_0000024","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000024","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000024","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000026","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000006","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000026","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000006","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000026","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000028","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000026","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000006","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000027","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000027","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000027","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000028","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000006","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000028","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000006","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000028","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000006","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000029","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000029","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000029","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000030","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000030","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000030","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000040","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000031","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000031","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000031","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000002","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000034","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000016","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000034","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000016","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000034","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000016","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000035","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000003","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000035","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000003","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000035","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000003","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000038","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000038","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000038","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000148","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000038","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000040","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000040","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000040","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000040","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000140","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000140","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000140","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000141","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000141","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000141","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000141","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000004","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000142","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000142","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000142","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000146","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000142","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000147","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000142","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000144","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000144","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000144","http://www.w3.org/2002/07/owl#disjointWith","duo+class+http://purl.obolibrary.org/obo/BFO_0000182","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000144","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000145","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000019","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000145","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000019","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000145","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000019","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000146","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000146","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000146","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000147","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000147","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000147","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000140","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000148","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000148","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000148","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000008","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000182","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000182","directParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/BFO_0000182","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/BFO_0000015","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000001","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000001","directParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000001","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/IAO_0000027","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000002","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000002","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000002","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000003","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000003","directParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000003","hierarchicalParent","duo+class+http://www.geneontology.org/formats/oboInOwl#ObsoleteClass","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000004","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/DUO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000004","directParent","duo+class+http://purl.obolibrary.org/obo/DUO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_0000004","hierarchicalParent","duo+class+http://purl.obolibrary.org/obo/DUO_0000001","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_00000044","http://www.w3.org/2000/01/rdf-schema#subClassOf","duo+class+http://purl.obolibrary.org/obo/DUO_0000017","{}","","","","","",""
"duo+class+http://purl.obolibrary.org/obo/DUO_00000044","directParent","duo+class+http://purl.obolibrary.org/obo/DUO_0000017","{}","","","","","",""
